time,open,high,low,close,tick_volume,spread,real_volume,mma_20
2021-06-10 10:00:00,129903.0,130473.0,129903.0,130124.0,329486,0,174561900,
2021-06-10 10:30:00,130129.0,130478.0,129862.0,130037.0,452718,0,242678400,
2021-06-10 11:00:00,129982.0,130338.0,129833.0,130194.0,446193,0,226562700,
2021-06-10 11:30:00,130172.0,130209.0,129543.0,129687.0,331824,0,154322700,
2021-06-10 12:00:00,129718.0,129819.0,129596.0,129709.0,318381,0,184436100,
2021-06-10 12:30:00,129692.0,129952.0,129692.0,129936.0,301143,0,139581300,
2021-06-10 13:00:00,129929.0,129932.0,129630.0,129687.0,290563,0,118903200,
2021-06-10 13:30:00,129672.0,129938.0,129526.0,129938.0,293670,0,131974800,
2021-06-10 14:00:00,129945.0,130383.0,129945.0,130293.0,373374,0,156717300,
2021-06-10 14:30:00,130266.0,130527.0,130195.0,130241.0,357747,0,138476700,
2021-06-10 15:00:00,130258.0,130515.0,130258.0,130426.0,321408,0,164791500,
2021-06-10 15:30:00,130405.0,130518.0,130187.0,130407.0,297306,0,135185700,
2021-06-10 16:00:00,130426.0,130427.0,130193.0,130225.0,369069,0,170336400,
2021-06-10 16:30:00,130208.0,130269.0,130076.0,130076.0,453270,0,423995400,
2021-06-11 10:00:00,130076.0,130295.0,130036.0,130217.0,795255,0,431053400,
2021-06-11 10:30:00,130222.0,130254.0,129706.0,129718.0,895417,0,517706900,
2021-06-11 11:00:00,129676.0,129861.0,129381.0,129529.0,913925,0,556221100,
2021-06-11 11:30:00,129525.0,129673.0,129101.0,129369.0,902834,0,429893300,
2021-06-11 12:00:00,129372.0,129457.0,128991.0,129019.0,862733,0,369372500,
2021-06-11 12:30:00,129011.0,129188.0,128981.0,129041.0,755705,0,305029100,129893.65
2021-06-11 13:00:00,129076.0,129101.0,128749.0,128819.0,739408,0,351460700,129828.4
2021-06-11 13:30:00,128840.0,128978.0,128678.0,128934.0,702380,0,304944500,129773.25
2021-06-11 14:00:00,128981.0,129287.0,128910.0,129144.0,642395,0,290338100,129720.75
2021-06-11 14:30:00,129110.0,129286.0,129048.0,129247.0,591366,0,211915100,129698.75
2021-06-11 15:00:00,129272.0,129272.0,128979.0,129139.0,655661,0,260477600,129670.25
2021-06-11 15:30:00,129157.0,129282.0,129081.0,129279.0,738544,0,248997100,129637.4
2021-06-11 16:00:00,129277.0,129299.0,129175.0,129245.0,846389,0,336641000,129615.3
2021-06-11 16:30:00,129241.0,129476.0,129241.0,129441.0,1063636,0,809696800,129590.45
2021-06-14 10:00:00,129441.0,130635.0,129441.0,130473.0,103182,0,62719900,129599.45
2021-06-14 10:30:00,130410.0,130704.0,130349.0,130623.0,145209,0,78942200,129618.55
2021-06-14 11:00:00,130669.0,130880.0,130484.0,130880.0,128041,0,66859500,129641.25
2021-06-14 11:30:00,130879.0,131084.0,130775.0,131059.0,111907,0,53754800,129673.85
2021-06-14 12:00:00,131060.0,131060.0,130794.0,130850.0,98795,0,52469100,129705.1
2021-06-14 12:30:00,130879.0,130879.0,130647.0,130786.0,104723,0,50527500,129740.6
2021-06-14 13:00:00,130767.0,130775.0,130450.0,130480.0,97284,0,40714400,129753.75
2021-06-14 13:30:00,130470.0,130470.0,130246.0,130304.0,97236,0,41694800,129783.05
2021-06-14 14:00:00,130333.0,130363.0,130106.0,130186.0,101189,0,41683700,129815.9
2021-06-14 14:30:00,130178.0,130292.0,129960.0,129960.0,107247,0,45590100,129845.45
2021-06-14 15:00:00,129987.0,129987.0,129698.0,129850.0,118939,0,49032100,129887.0
2021-06-14 15:30:00,129842.0,130074.0,129835.0,130015.0,124979,0,43799200,129935.7
2021-06-14 16:00:00,130002.0,130067.0,129906.0,130022.0,127358,0,45179000,129995.85
2021-06-14 16:30:00,130021.0,130208.0,129908.0,130208.0,141993,0,142604000,130059.55
2021-06-15 10:00:00,130208.0,130436.0,129819.0,130156.0,203915,0,111303500,130110.15
2021-06-15 10:30:00,130157.0,130263.0,129827.0,130135.0,224027,0,110404500,130154.55
2021-06-15 11:00:00,130136.0,130227.0,129793.0,129839.0,213865,0,125131000,130189.55
2021-06-15 11:30:00,129797.0,130144.0,129666.0,130088.0,199698,0,103098200,130230.0
2021-06-15 12:00:00,130091.0,130125.0,129763.0,129845.0,190465,0,87713000,130260.0
2021-06-15 12:30:00,129839.0,129861.0,129304.0,129518.0,215917,0,96077700,130263.85
2021-06-15 13:00:00,129493.0,129724.0,129468.0,129596.0,172581,0,63933700,130220.0
2021-06-15 13:30:00,129602.0,129955.0,129572.0,129916.0,169828,0,65514900,130184.65
2021-06-15 14:00:00,129951.0,129997.0,129726.0,129750.0,189587,0,73441400,130128.15
2021-06-15 14:30:00,129732.0,130172.0,129695.0,130097.0,235909,0,90774000,130080.05
2021-06-15 15:00:00,130071.0,130131.0,129926.0,129926.0,222492,0,89188200,130033.85
2021-06-15 15:30:00,129976.0,130140.0,129942.0,130109.0,221609,0,84878500,130000.0
2021-06-15 16:00:00,130095.0,130097.0,129984.0,130011.0,244861,0,98396300,129976.55
2021-06-15 16:30:00,130034.0,130117.0,129991.0,130091.0,306001,0,242734700,129965.9
2021-06-16 10:00:00,130091.0,130192.0,129887.0,129889.0,190981,0,117238100,129951.05
2021-06-16 10:30:00,129861.0,130012.0,129626.0,129626.0,311637,0,168007700,129934.35
2021-06-16 11:00:00,129602.0,129678.0,129509.0,129552.0,275234,0,152864600,129919.45
2021-06-16 11:30:00,129534.0,129798.0,129438.0,129798.0,210444,0,92298200,129908.6
2021-06-16 12:00:00,129782.0,129886.0,129604.0,129684.0,215203,0,98350500,129891.7
2021-06-16 12:30:00,129650.0,129901.0,129636.0,129715.0,195659,0,84996500,129867.05
2021-06-16 13:00:00,129746.0,129872.0,129680.0,129872.0,212582,0,93164000,129852.85
2021-06-16 13:30:00,129864.0,130199.0,129723.0,130199.0,279697,0,122655400,129856.05
2021-06-16 14:00:00,130251.0,130283.0,129525.0,129568.0,463296,0,213604400,129842.5
2021-06-16 14:30:00,129573.0,130264.0,129573.0,130246.0,442601,0,192349500,129850.4
2021-06-16 15:00:00,130051.0,130051.0,128812.0,129171.0,633756,0,312827200,129816.7
2021-06-16 15:30:00,129165.0,129165.0,128345.0,128967.0,558786,0,282137700,129789.15
2021-06-16 16:00:00,128983.0,129624.0,128887.0,129559.0,534991,0,246617300,129787.3
2021-06-16 16:30:00,129547.0,129778.0,129260.0,129260.0,505351,0,398539100,129754.5
2021-06-17 10:00:00,129237.0,129748.0,129063.0,129629.0,121289,0,67185200,129748.45
2021-06-17 10:30:00,129632.0,129920.0,129558.0,129644.0,151882,0,83551600,129725.8
2021-06-17 11:00:00,129631.0,129796.0,129475.0,129511.0,150867,0,92206000,129705.05
2021-06-17 11:30:00,129495.0,129702.0,129337.0,129488.0,135849,0,62929800,129674.0
2021-06-17 12:00:00,129507.0,129552.0,128923.0,129283.0,142128,0,68779300,129637.6
2021-06-17 12:30:00,129276.0,129299.0,128390.0,128390.0,140265,0,68860600,129552.55
2021-06-17 13:00:00,128405.0,128498.0,127961.0,128001.0,138802,0,66770300,129458.15
2021-06-17 13:30:00,127914.0,128289.0,127838.0,128194.0,128898,0,51951600,129386.55
2021-06-17 14:00:00,128194.0,128510.0,128148.0,128318.0,137277,0,51248600,129324.85
2021-06-17 14:30:00,128296.0,128504.0,128214.0,128400.0,117453,0,45698300,129254.95
2021-06-17 15:00:00,128420.0,128501.0,128080.0,128166.0,125707,0,47744300,129179.05
2021-06-17 15:30:00,128169.0,128222.0,127576.0,127590.0,152516,0,58207900,129072.8
2021-06-17 16:00:00,127612.0,127921.0,127612.0,127818.0,163215,0,66772900,128970.1
2021-06-17 16:30:00,127839.0,128057.0,127839.0,128057.0,179542,0,134568300,128863.0
2021-06-18 10:00:00,128050.0,128334.0,127637.0,128098.0,140304,0,103245500,128789.5
2021-06-18 10:30:00,128052.0,128097.0,127667.0,127667.0,174593,0,96752900,128660.55
2021-06-18 11:00:00,127734.0,127892.0,127598.0,127717.0,142280,0,68951000,128587.85
2021-06-18 11:30:00,127747.0,128276.0,127643.0,128112.0,123925,0,61959200,128545.1
2021-06-18 12:00:00,128147.0,128242.0,127706.0,127769.0,107168,0,48573100,128455.6
2021-06-18 12:30:00,127781.0,127980.0,127711.0,127774.0,83680,0,34159200,128381.3
2021-06-18 13:00:00,127819.0,127910.0,127754.0,127910.0,79213,0,30169000,128295.35
2021-06-18 13:30:00,127899.0,127912.0,127595.0,127788.0,86411,0,39152100,128202.55
2021-06-18 14:00:00,127792.0,127910.0,127682.0,127784.0,87405,0,40659700,128116.2
2021-06-18 14:30:00,127813.0,128335.0,127796.0,128292.0,115493,0,49193100,128056.4
2021-06-18 15:00:00,128361.0,128691.0,128346.0,128649.0,201539,0,60819200,128024.7
2021-06-18 15:30:00,128648.0,128796.0,128154.0,128154.0,208512,0,64492100,128012.9
2021-06-18 16:00:00,128138.0,128384.0,127987.0,128292.0,204589,0,69247900,128027.45
2021-06-18 16:30:00,128284.0,128405.0,128164.0,128405.0,205974,0,475923300,128038.0
2021-06-21 10:00:00,128405.0,128586.0,128073.0,128472.0,383039,0,218432500,128045.7
2021-06-21 10:30:00,128441.0,128441.0,128048.0,128232.0,494778,0,206875000,128037.3
2021-06-21 11:00:00,128268.0,128732.0,128162.0,128676.0,349539,0,177122000,128062.8
2021-06-21 11:30:00,128644.0,129079.0,128623.0,128936.0,341422,0,150012000,128130.1
2021-06-21 12:00:00,128943.0,129083.0,128904.0,128970.0,261819,0,110693900,128187.7
2021-06-21 12:30:00,128971.0,129010.0,128803.0,128859.0,273552,0,103400800,128227.8
2021-06-21 13:00:00,128859.0,128942.0,128814.0,128910.0,251607,0,93850400,128268.4
2021-06-21 13:30:00,128896.0,128959.0,128742.0,128847.0,241905,0,105047900,128327.4
2021-06-21 14:00:00,128852.0,128979.0,128816.0,128929.0,295200,0,113517500,128388.0
2021-06-21 14:30:00,128923.0,128979.0,128774.0,128979.0,326598,0,123256500,128431.35
2021-06-21 15:00:00,128958.0,129413.0,128932.0,129295.0,379001,0,154480500,128507.65
2021-06-21 15:30:00,129254.0,129259.0,129154.0,129197.0,343562,0,125957100,128578.8
2021-06-21 16:00:00,129213.0,129277.0,129067.0,129253.0,438352,0,153054900,128645.95
2021-06-21 16:30:00,129253.0,129285.0,129099.0,129265.0,472808,0,364604000,128719.8
2021-06-22 10:00:00,129256.0,129259.0,128321.0,128452.0,289300,0,164528800,128753.2
2021-06-22 10:30:00,128458.0,128458.0,127935.0,127937.0,355430,0,150507600,128735.45
2021-06-22 11:00:00,127881.0,128186.0,127803.0,128186.0,281110,0,129379600,128712.3
2021-06-22 11:30:00,128123.0,128208.0,127882.0,128064.0,248758,0,110649800,128707.8
2021-06-22 12:00:00,128021.0,128433.0,128021.0,128433.0,242104,0,100880000,128714.85
2021-06-22 12:30:00,128440.0,128521.0,128247.0,128338.0,229560,0,104183000,128711.5
2021-06-22 13:00:00,128279.0,128359.0,128135.0,128178.0,249132,0,98368000,128696.8
2021-06-22 13:30:00,128201.0,128474.0,128183.0,128272.0,220352,0,83026400,128698.8
2021-06-22 14:00:00,128282.0,128374.0,127973.0,128107.0,268970,0,97712000,128670.35
2021-06-22 14:30:00,128083.0,128322.0,128026.0,128085.0,267560,0,112811800,128627.8
2021-06-22 15:00:00,128099.0,128197.0,127995.0,128197.0,226570,0,95400800,128589.15
2021-06-22 15:30:00,128170.0,128315.0,128049.0,128170.0,346224,0,119368000,128554.7
2021-06-22 16:00:00,128185.0,128734.0,128185.0,128734.0,440207,0,149060000,128545.9
2021-06-22 16:30:00,128749.0,128956.0,128699.0,128768.0,469510,0,349764600,128541.95
2021-06-23 10:00:00,128769.0,129249.0,128741.0,129060.0,106249,0,58370100,128548.5
2021-06-23 10:30:00,129049.0,129802.0,129049.0,129802.0,143490,0,95085200,128589.65
2021-06-23 11:00:00,129875.0,129901.0,129751.0,129777.0,109185,0,63309300,128613.75
2021-06-23 11:30:00,129773.0,129843.0,129547.0,129559.0,90005,0,60333900,128631.85
2021-06-23 12:00:00,129582.0,129699.0,129524.0,129536.0,89150,0,40080400,128646.0
2021-06-23 12:30:00,129555.0,129587.0,129367.0,129481.0,75542,0,29251200,128656.8
2021-06-23 13:00:00,129463.0,129469.0,129283.0,129307.0,72945,0,28297200,128699.55
2021-06-23 13:30:00,129319.0,129319.0,128485.0,128485.0,149490,0,52970400,128726.95
2021-06-23 14:00:00,128467.0,128712.0,128451.0,128670.0,109701,0,36487100,128751.15
2021-06-23 14:30:00,128673.0,128745.0,128541.0,128745.0,94181,0,31111500,128785.2
2021-06-23 15:00:00,128719.0,128764.0,128182.0,128324.0,129749,0,48482300,128779.75
2021-06-23 15:30:00,128331.0,128643.0,128252.0,128606.0,111305,0,50168800,128793.15
2021-06-23 16:00:00,128605.0,128707.0,128498.0,128629.0,120230,0,74069500,128815.7
2021-06-23 16:30:00,128648.0,128686.0,128186.0,128428.0,156989,0,130866700,128823.5
2021-06-24 10:00:00,128433.0,129480.0,128428.0,129427.0,94180,0,53377000,128889.5
2021-06-24 10:30:00,129388.0,129429.0,128968.0,129140.0,140193,0,80602900,128942.25
2021-06-24 11:00:00,129182.0,129332.0,128829.0,128912.0,144033,0,71765500,128978.0
2021-06-24 11:30:00,128899.0,129162.0,128881.0,129107.0,116986,0,46565500,129024.85
2021-06-24 12:00:00,129129.0,129129.0,128864.0,128986.0,96687,0,40628100,129037.45
2021-06-24 12:30:00,129011.0,129341.0,128925.0,129335.0,96939,0,37100400,129065.8
2021-06-24 13:00:00,129320.0,129411.0,129105.0,129273.0,77366,0,28481900,129076.45
2021-06-24 13:30:00,129256.0,129321.0,129084.0,129321.0,84327,0,35826000,129052.4
2021-06-24 14:00:00,129305.0,129520.0,129305.0,129377.0,99017,0,37433000,129032.4
2021-06-24 14:30:00,129364.0,129457.0,129213.0,129453.0,103692,0,40829600,129027.1
2021-06-24 15:00:00,129426.0,129541.0,129145.0,129166.0,97740,0,38230500,129008.6
2021-06-24 15:30:00,129168.0,129253.0,128949.0,129055.0,102679,0,37450700,128987.3
2021-06-24 16:00:00,129043.0,129213.0,129043.0,129114.0,121573,0,46270300,128977.65
2021-06-24 16:30:00,129152.0,129513.0,129136.0,129513.0,152307,0,129134000,129029.05
2021-06-25 10:00:00,129513.0,129748.0,129479.0,129657.0,256113,0,142219500,129078.4
2021-06-25 10:30:00,129669.0,129703.0,129293.0,129329.0,319580,0,151617800,129107.6
2021-06-25 11:00:00,129316.0,129421.0,129139.0,129139.0,314578,0,139695400,129148.35
2021-06-25 11:30:00,129077.0,129179.0,128939.0,128973.0,329331,0,171826500,129166.7
2021-06-25 12:00:00,128966.0,128989.0,128619.0,128676.0,371928,0,180870000,129169.05
2021-06-25 12:30:00,128648.0,128823.0,128516.0,128778.0,249054,0,112932000,129186.55
2021-06-25 13:00:00,128806.0,128868.0,128616.0,128616.0,230544,0,89804400,129146.0
2021-06-25 13:30:00,128657.0,128806.0,128549.0,128549.0,266043,0,86099100,129116.45
2021-06-25 14:00:00,128587.0,128587.0,127854.0,128136.0,473454,0,182891700,129077.65
2021-06-25 14:30:00,128144.0,128208.0,127831.0,128024.0,402738,0,166388400,129023.5
2021-06-25 15:00:00,128062.0,128148.0,127644.0,127769.0,444561,0,166965300,128962.65
2021-06-25 15:30:00,127801.0,127801.0,126899.0,126938.0,604496,0,251891000,128842.8
2021-06-25 16:00:00,126962.0,127018.0,126697.0,126835.0,608913,0,244137000,128720.9
2021-06-25 16:30:00,126869.0,127494.0,126869.0,127256.0,605369,0,721781800,128617.65
2021-06-28 10:00:00,127257.0,127878.0,127210.0,127878.0,89579,0,59706500,128542.7
2021-06-28 10:30:00,127843.0,128067.0,127375.0,127399.0,185233,0,92563500,128440.0
2021-06-28 11:00:00,127483.0,127503.0,126976.0,127009.0,130268,0,67475600,128332.15
2021-06-28 11:30:00,127035.0,127115.0,126712.0,126857.0,105754,0,54073800,128222.25
2021-06-28 12:00:00,126869.0,127016.0,126734.0,126869.0,82502,0,38288600,128110.0
2021-06-28 12:30:00,126838.0,126901.0,126673.0,126834.0,76305,0,30433500,127976.05
2021-06-28 13:00:00,126830.0,126878.0,126692.0,126761.0,77488,0,28529100,127831.25
2021-06-28 13:30:00,126768.0,127261.0,126629.0,127261.0,99184,0,37768800,127727.85
2021-06-28 14:00:00,127222.0,127261.0,126882.0,126972.0,90698,0,33991700,127619.5
2021-06-28 14:30:00,127002.0,127411.0,127002.0,127370.0,118089,0,45772500,127539.35
2021-06-28 15:00:00,127310.0,127335.0,126968.0,126968.0,107127,0,45759200,127453.95
2021-06-28 15:30:00,127007.0,127385.0,126974.0,127323.0,116346,0,48104400,127381.2
2021-06-28 16:00:00,127316.0,127323.0,127001.0,127020.0,117408,0,43399000,127301.4
2021-06-28 16:30:00,127013.0,127429.0,127013.0,127429.0,147032,0,189698700,127245.4
2021-06-29 10:00:00,127429.0,127507.0,127091.0,127357.0,173744,0,94225200,127206.45
2021-06-29 10:30:00,127355.0,127355.0,126658.0,126765.0,267454,0,144014800,127143.5
2021-06-29 11:00:00,126586.0,126614.0,126184.0,126261.0,249376,0,132463600,127068.1
2021-06-29 11:30:00,126295.0,126718.0,126207.0,126717.0,223856,0,99039000,127057.05
2021-06-29 12:00:00,126694.0,126923.0,126674.0,126809.0,197140,0,75310800,127055.75
2021-06-29 12:30:00,126802.0,127076.0,126762.0,126965.0,206572,0,87087400,127041.2
2021-06-29 13:00:00,126930.0,127032.0,126806.0,126806.0,182834,0,61649400,126987.6
2021-06-29 13:30:00,126788.0,126788.0,126456.0,126604.0,177156,0,81540200,126947.85
2021-06-29 14:00:00,126606.0,126847.0,126561.0,126817.0,219046,0,87232400,126938.25
2021-06-29 14:30:00,126802.0,126906.0,126721.0,126840.0,259842,0,89369000,126937.4
2021-06-29 15:00:00,126837.0,126837.0,126619.0,126688.0,225800,0,77889600,126928.35
2021-06-29 15:30:00,126735.0,127008.0,126677.0,126982.0,281864,0,96572200,126935.75
2021-06-29 16:00:00,126979.0,127099.0,126898.0,126960.0,285616,0,111202600,126945.7
2021-06-29 16:30:00,126965.0,127327.0,126955.0,127327.0,344608,0,319353200,126949.0
2021-06-30 10:00:00,127323.0,127323.0,126603.0,126763.0,494824,0,256274500,126938.55
2021-06-30 10:30:00,126705.0,127153.0,126683.0,126932.0,726679,0,358984800,126916.65
2021-06-30 11:00:00,126953.0,127042.0,126384.0,126548.0,787420,0,407065600,126895.65
2021-06-30 11:30:00,126538.0,126677.0,126375.0,126573.0,645239,0,268831800,126858.15
2021-06-30 12:00:00,126524.0,126524.0,126199.0,126444.0,696702,0,287717500,126829.35
2021-06-30 12:30:00,126438.0,126879.0,126416.0,126842.0,575340,0,221961100,126800.0
